identifier,identifier_type_genome1,identifier_type_genome2,record_id_genome1,record_id_genome2,supporting_types_genome1,supporting_types_genome2,start_genome1,start_genome2,end_genome1,end_genome2,strand_genome1,strand_genome2,start_difference_bp,position_match_within_threshold,status
class I SAM-dependent methyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1532979,1532962,1533609,1533591,-1,-1,17,True,matched
class I SAM-dependent methyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1830999,1830989,1832346,1832336,-1,-1,10,True,matched
class I SAM-dependent methyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1832558,1832548,1833914,1833904,-1,-1,10,True,matched
class I SAM-dependent methyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2412183,2412192,2413056,2413065,-1,-1,9,True,matched
class I SAM-dependent methyltransferase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3115434,3115488,3116256,3116310,1,1,54,True,matched
class II aldolase/adducin family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2794744,2794791,2795356,2795403,1,1,47,True,matched
clpB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,145582,145577,148570,148565,1,1,5,True,matched
clpP 1,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2336719,2336728,2337328,2337337,-1,-1,9,True,matched
clpS 1,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,121517,121515,121805,121803,-1,-1,2,True,matched
clpS 2,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1394750,1394729,1395083,1395062,1,1,21,True,matched
clpX,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2343087,2343094,2344458,2344465,-1,-1,7,True,matched
coaD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,838344,838357,838854,838867,-1,-1,13,True,matched
coaE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2123123,2123117,2123711,2123705,1,1,6,True,matched
coaX,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1343861,1343898,1344317,1344354,1,1,37,True,matched
"cob(I)yrinic acid a,c-diamide adenosyltransferase",standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,133191,133188,133722,133719,-1,-1,3,True,matched
"cob(I)yrinic acid a,c-diamide adenosyltransferase",standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1872016,1872008,1873162,1873154,1,1,8,True,matched
cobA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,762989,763003,764672,764686,1,1,14,True,matched
cobA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3622322,3622388,3623171,3623237,1,1,66,True,matched
cobD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4352862,4352845,4353939,4353922,-1,-1,17,True,matched
cobG,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3865084,3865141,3866653,3866710,-1,-1,57,True,matched
cobJ,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3862234,3862292,3863707,3863765,-1,-1,58,True,matched
cobJ cysG 2,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1050867,1050882,1052769,1052787,-1,-1,15,True,matched
cobM,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2702980,2703024,2703823,2703867,1,1,44,True,matched
cobO,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,399729,399729,400377,400377,-1,-1,0,True,matched
cobT,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1375825,1375804,1377067,1377046,1,1,21,True,matched
cobU,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,407302,407303,407875,407876,-1,-1,1,True,matched
cobW,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2965652,2965704,2966717,2966769,-1,-1,52,True,matched
cobalt-precorrin-6A reductase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3868319,3868376,3869081,3869138,-1,-1,57,True,matched
cobyric acid synthase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3200289,3200343,3201708,3201762,-1,-1,54,True,matched
"cobyrinate a,c-diamide synthase",standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1412615,1412594,1413995,1413974,-1,-1,21,True,matched
cofG,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3149598,3149652,3150741,3150795,1,1,54,True,matched
cofactor assembly of complex C subunit B,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2250319,2250322,2250979,2250982,1,1,3,True,matched
cofactor assembly of complex C subunit B,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3491620,3491682,3492163,3492225,1,1,62,True,matched
competence/damage-inducible protein A,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1455264,1455243,1456512,1456491,1,1,21,True,matched
condensation domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2089365,2089358,2090664,2090657,-1,-1,7,True,matched
corA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,176214,176211,177417,177414,-1,-1,3,True,matched
cpcA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2837478,2837523,2837967,2838012,-1,-1,45,True,matched
cpoB 4,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1678398,1678380,1679205,1679187,-1,-1,18,True,matched
crcB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2600371,2600403,2600800,2600832,-1,-1,32,True,matched
creatininase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3826107,3826162,3826911,3826966,-1,-1,55,True,matched
crtB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2997199,2997252,2998174,2998227,-1,-1,53,True,matched
crtD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2133622,2133618,2135176,2135172,-1,-1,4,True,matched
crtH,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3497892,3497954,3499449,3499511,-1,-1,62,True,matched
crtR,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3448809,3448865,3449712,3449768,1,1,56,True,matched
cryptochrome/photolyase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4432344,4432331,4433877,4433864,1,1,13,True,matched
ctaD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,984472,984496,986155,986179,1,1,24,True,matched
ctaD 1,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4216074,4216055,4217751,4217732,-1,-1,19,True,matched
ctpC,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3620573,3620639,3621884,3621950,1,1,66,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,544161,544158,544722,544719,1,1,3,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,912403,912421,912853,912871,1,1,18,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1238801,1238827,1239122,1239148,1,1,26,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1636205,1636189,1636577,1636561,-1,-1,16,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2113335,2113329,2113806,2113800,1,1,6,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2444499,2444515,2444985,2445001,-1,-1,16,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3409002,3409057,3409287,3409342,1,1,55,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3574523,3574591,3574868,3574936,1,1,68,True,matched
cupin domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4422792,4422780,4422927,4422915,-1,-1,12,True,matched
cyanoexosortase B system-associated protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3247435,3247485,3248230,3248280,1,1,50,True,matched
cyanophycinase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1162028,1162056,1162886,1162914,-1,-1,28,True,matched
cyclic nucleotide-binding domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3056528,3056582,3057992,3058046,1,1,54,True,matched
cyclic nucleotide-binding domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3540967,3541036,3543817,3543886,1,1,69,True,matched
cysC,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2737775,2737823,2738339,2738387,1,1,48,True,matched
cysE,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2397010,2397017,2397862,2397869,-1,-1,7,True,matched
cysK,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3342824,3342877,3343784,3343837,-1,-1,53,True,matched
cysS,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3774425,3774485,3775853,3775913,-1,-1,60,True,matched
cysT,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1868051,1868043,1868897,1868889,-1,-1,8,True,matched
cysteine desulfurase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3515849,3515912,3517031,3517094,-1,-1,63,True,matched
cysteine hydrolase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2454907,2454924,2455510,2455527,-1,-1,17,True,matched
cysteine synthase A,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1618026,1618010,1619004,1618988,-1,-1,16,True,matched
cytochrome b,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3417505,3417560,3418108,3418163,1,1,55,True,matched
cytochrome b/b6 domain-containing protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,334818,334814,335412,335408,-1,-1,4,True,matched
cytochrome b6-f complex subunit PetL,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,192229,192230,192325,192326,1,1,1,True,matched
cytochrome c biogenesis protein CcdA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1491582,1491561,1492344,1492324,1,1,21,True,matched
cytochrome c oxidase subunit II,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,983419,983443,984358,984382,1,1,24,True,matched
cytochrome c oxidase subunit II,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4217845,4217826,4218847,4218828,-1,-1,19,True,matched
"dTDP-4-dehydrorhamnose 3,5-epimerase",standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3210235,3210289,3210682,3210736,1,1,54,True,matched
dacB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,493386,493385,494616,494615,1,1,1,True,matched
dacB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,603003,603003,604578,604578,-1,-1,0,True,matched
dapA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2255829,2255833,2256717,2256721,-1,-1,4,True,matched
dapB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,109147,109146,109981,109980,1,1,1,True,matched
dapF,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4518929,4518915,4519775,4519761,1,1,14,True,matched
dcd,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,132457,132454,133039,133036,-1,-1,3,True,matched
dcm,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2718962,2719011,2720264,2720313,1,1,49,True,matched
def,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1332638,1332678,1333202,1333242,-1,-1,40,True,matched
deoC1,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4311884,4311869,4312622,4312607,-1,-1,15,True,matched
deoxyhypusine synthase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,287281,287282,288256,288257,1,1,1,True,matched
der,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4051937,4051994,4053296,4053353,-1,-1,57,True,matched
devC,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2823107,2823151,2824265,2824309,-1,-1,44,True,matched
devC,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3640205,3640270,3641558,3641623,1,1,65,True,matched
diacylglycerol kinase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2027105,2027098,2027549,2027542,-1,-1,7,True,matched
diacylglycerol/polyprenol kinase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1329275,1329315,1329977,1330017,1,1,40,True,matched
dienelactone hydrolase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,483680,483680,484427,484427,1,1,0,True,matched
diflavin flavoprotein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1651540,1651526,1653277,1653263,1,1,14,True,matched
diflavin flavoprotein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3196763,3196817,3198482,3198536,1,1,54,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,286058,286059,287078,287079,1,1,1,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,610047,610048,612045,612046,-1,-1,1,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1639121,1639105,1640171,1640155,-1,-1,16,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1774302,1774287,1775973,1775958,-1,-1,15,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2301687,2301694,2303541,2303548,-1,-1,7,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3031821,3031877,3032946,3033002,-1,-1,56,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3274034,3274085,3276020,3276071,1,1,51,True,matched
diguanylate cyclase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3292003,3292055,3293179,3293231,1,1,52,True,matched
dihydrolipoamide acetyltransferase family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3098082,3098134,3099375,3099427,-1,-1,52,True,matched
dihydroorotase,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3913755,3913810,3915117,3915172,-1,-1,55,True,matched
divergent PAP2 family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2195475,2195474,2195934,2195933,-1,-1,1,True,matched
dnaB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4371748,4371735,4373113,4373100,1,1,13,True,matched
dnaJ 2,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,263531,263532,264671,264672,1,1,1,True,matched
dnaK,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,261017,261018,263312,263313,1,1,1,True,matched
dnaK2,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,507219,507216,509118,509115,1,1,3,True,matched
dnaN,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2646580,2646617,2647729,2647766,-1,-1,37,True,matched
dusB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1155246,1155274,1156332,1156360,1,1,28,True,matched
dxr,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,4296783,4296767,4297986,4297970,-1,-1,16,True,matched
ebsA,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2503768,2503786,2504143,2504161,1,1,18,True,matched
efeB,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2544079,2544106,2545327,2545354,-1,-1,27,True,matched
efeO,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2545417,2545444,2546458,2546485,-1,-1,27,True,matched
efflux RND transporter periplasmic adaptor subunit,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1551421,1551405,1552897,1552881,-1,-1,16,True,matched
efflux RND transporter periplasmic adaptor subunit,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1878309,1878302,1879860,1879853,-1,-1,7,True,matched
efflux RND transporter periplasmic adaptor subunit,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2407372,2407380,2408719,2408727,1,1,8,True,matched
efflux RND transporter periplasmic adaptor subunit,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2932796,2932842,2934329,2934375,1,1,46,True,matched
efflux RND transporter permease subunit,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1548202,1548186,1551289,1551273,-1,-1,16,True,matched
efp 1,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,3345895,3345948,3346456,3346509,-1,-1,53,True,matched
egtD,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,2386140,2386147,2387208,2387215,1,1,7,True,matched
element excision factor XisH family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1318200,1318239,1318617,1318656,-1,-1,39,True,matched
element excision factor XisH family protein,standard_name,standard_name,Limnothrix_sp_HT2024_Bactopia,Limnothrix_sp_HT2024_bacass,CDS,CDS,1347551,1347589,1347746,1347784,-1,-1,38,True,matched
