/home/mi/work/genome1.fna /home/mi/work/genome2.fna
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
1124739	1125185	1119400	1119846	447	447	90.20	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1126038	1126925	1120246	1121133	888	888	92.79	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1126137	1126929	1178157	1178949	793	793	85.53	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1127005	1128172	1108918	1110085	1168	1168	85.04	4539749	4536413	0.03	0.03	CorrectedCP166615.1	FinalAssembly_Ba.1
1127166	1127980	1102712	1103526	815	815	85.80	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1131615	1132436	1107968	1108789	822	822	94.40	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1131615	1135164	1120300	1123849	3550	3550	97.52	4539749	4536413	0.08	0.08	CorrectedCP166615.1	FinalAssembly_Ba.1
1131616	1132444	1114378	1115206	829	829	94.45	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1131660	1132444	1178157	1178941	785	785	86.28	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1135277	1135422	1069339	1069484	146	146	88.36	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1135435	1151012	1123988	1139566	15578	15579	98.21	4539749	4536413	0.34	0.34	CorrectedCP166615.1	FinalAssembly_Ba.1
1150924	1151091	172968	173136	168	169	92.90	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150924	1151012	1139546	1139634	89	89	95.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150924	1221221	1139614	1210003	70298	70390	98.77	4539749	4536413	1.55	1.55	CorrectedCP166615.1	FinalAssembly_Ba.1
1150924	1151092	4467880	4468049	169	170	92.94	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150929	1151089	2999802	2999963	161	162	92.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150933	1151089	868887	869044	157	158	90.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150933	1151088	894606	894451	156	156	91.03	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150933	1151089	2086938	2086782	157	157	94.90	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150933	1151089	2526081	2526237	157	157	88.54	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150941	1151090	2724656	2724507	150	150	88.67	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1150944	1151090	2530927	2530781	147	147	90.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1164285	1164440	3180687	3180842	156	156	98.08	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1164287	1164440	1455064	1454911	154	154	92.86	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1164289	1164440	868893	869043	152	151	93.42	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1164289	1164440	2999812	2999962	152	151	97.37	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1164289	1164440	3773264	3773402	152	139	87.50	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1164294	1164440	4056219	4056365	147	147	97.96	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1166137	1166279	1954478	1954336	143	143	95.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1166137	1166279	3674075	3673933	143	143	94.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1166140	1166293	657694	657541	154	154	93.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1166172	1166271	4157625	4157724	100	100	92.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1166193	1166290	3992014	3992111	98	98	95.92	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181590	1181674	2562020	2562104	85	85	96.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181590	1181674	3126713	3126797	85	85	96.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181594	1181678	470657	470573	85	85	95.29	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181594	1181672	2543850	2543772	79	79	94.94	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181598	1181679	659879	659960	82	82	96.34	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181598	1181674	3786353	3786277	77	77	96.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181598	1181668	3845756	3845686	71	71	98.59	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181598	1181674	4306718	4306794	77	77	97.40	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181599	1181677	2739410	2739332	79	79	97.47	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1181599	1181674	4503858	4503783	76	76	96.05	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185443	466038	465757	282	282	89.36	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185446	467048	467332	285	285	90.18	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185441	815469	815190	280	280	89.29	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185441	815803	815524	280	280	89.64	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185443	2188593	2188312	282	282	90.07	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185441	2333798	2334077	280	280	89.64	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185441	2334132	2334411	280	280	89.29	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185445	2978321	2978037	284	285	89.47	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1185162	1185441	3509434	3509713	280	280	89.29	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1189395	1190197	1108013	1108815	803	803	85.07	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1189395	1190188	1114422	1115215	794	794	85.93	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1189395	1190183	1120345	1121133	789	789	83.94	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1190246	1190493	465464	465706	248	243	87.55	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1190246	1190493	817053	816811	248	243	87.55	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1190246	1190493	3508786	3509028	248	243	87.55	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1221208	1226994	1210167	1215954	5787	5788	98.86	4539749	4536413	0.13	0.13	CorrectedCP166615.1	FinalAssembly_Ba.1
1226972	1227139	411085	410909	168	177	88.14	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1226982	1227115	1782294	1782427	134	134	94.07	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1226983	1227099	110212	110097	117	116	89.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1226984	1227099	4008698	4008812	116	115	88.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1226984	1227138	4062877	4063040	155	164	90.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1226992	1227115	4518476	4518599	124	124	91.13	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1227203	1238179	1216061	1227028	10977	10968	98.21	4539749	4536413	0.24	0.24	CorrectedCP166615.1	FinalAssembly_Ba.1
1238454	1239212	1348849	1349607	759	759	88.32	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1238566	1239285	1077078	1076359	720	720	86.27	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1238569	1239341	389250	388478	773	773	82.45	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1238615	1239411	1077155	1076359	797	797	85.62	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1238688	1239273	1348957	1349542	586	586	89.98	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1238693	1238811	390091	389973	119	119	89.92	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1238740	1239523	1077156	1076373	784	784	86.75	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1238814	1239464	1348957	1349607	651	651	89.14	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1238866	1239646	1077156	1076376	781	781	86.46	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1238909	1239116	389540	389333	208	208	87.02	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1238940	1239590	1348957	1349607	651	651	89.30	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1239066	1239646	1348957	1349537	581	581	89.74	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1239161	1239646	389540	389055	486	486	87.30	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1241989	1261695	1227052	1246755	19707	19704	98.27	4539749	4536413	0.43	0.43	CorrectedCP166615.1	FinalAssembly_Ba.1
1249353	1249520	1782284	1782450	168	167	79.53	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1258614	1258777	3780811	3780984	164	174	87.36	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261628	1261913	2432424	2432718	286	295	77.35	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1261630	1261914	3180632	3180916	285	285	87.41	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1261674	1261860	4062866	4063050	187	185	87.77	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261675	1261774	1697148	1697048	100	101	95.10	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261677	1261845	1782286	1782454	169	169	86.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261681	1261821	342129	341989	141	141	87.32	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261681	1261806	342266	342141	126	126	88.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261682	1261851	2999804	2999973	170	170	91.23	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261686	1261862	411073	410899	177	175	84.92	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261686	1261855	868889	869058	170	170	92.98	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261686	1261849	1017622	1017784	164	163	86.06	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261686	1261850	1455065	1454901	165	165	90.96	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261686	1261861	1625280	1625104	176	177	84.92	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261686	1261850	2432645	2432482	165	164	83.83	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261687	1261841	1153047	1153201	155	155	89.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261718	1261848	4056243	4056374	131	132	95.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261737	1261850	3773299	3773412	114	114	98.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261785	1261851	3789854	3789788	67	67	98.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1261840	1267057	1246755	1251987	5218	5233	98.83	4539749	4536413	0.11	0.12	CorrectedCP166615.1	FinalAssembly_Ba.1
1261847	1261912	326257	326322	66	66	98.48	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1265094	1265228	4309405	4309272	135	134	85.19	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1265096	1265232	470709	470573	137	137	86.86	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1265096	1265222	2153543	2153417	127	127	87.40	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1265096	1265228	3669444	3669312	133	133	87.22	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1266847	1267057	1251885	1252095	211	211	98.58	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1266847	1292710	1251993	1277842	25864	25850	98.81	4539749	4536413	0.57	0.57	CorrectedCP166615.1	FinalAssembly_Ba.1
1289273	1289835	1686361	1686923	563	563	85.46	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1292707	1310588	1278015	1295972	17882	17958	98.38	4539749	4536413	0.39	0.40	CorrectedCP166615.1	FinalAssembly_Ba.1
1296120	1296266	3938268	3938414	147	147	89.19	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1297728	1297823	829405	829501	96	97	93.81	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1297730	1297858	2526242	2526114	129	129	90.70	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1297731	1297858	2724503	2724631	128	129	92.25	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1297735	1297858	2530782	2530905	124	124	88.71	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1297735	1297850	3272606	3272722	116	117	90.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1305340	1305485	2086927	2086782	146	146	90.41	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1305340	1305487	4467901	4468048	148	148	88.51	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1311909	1331589	1295987	1315679	19681	19693	98.51	4539749	4536413	0.43	0.43	CorrectedCP166615.1	FinalAssembly_Ba.1
1317199	1317350	45849	45698	152	152	92.76	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1317199	1317349	319288	319438	151	151	90.73	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1317200	1317338	1069336	1069474	139	139	89.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1317201	1317349	3753073	3753221	149	149	91.95	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1317209	1317348	471911	471772	140	140	93.57	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1318851	1318990	1826504	1826647	140	144	88.19	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1318862	1318981	207317	207436	120	120	90.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1318886	1318969	207431	207514	84	84	96.43	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1331695	1349864	1315785	1334004	18170	18220	98.37	4539749	4536413	0.40	0.40	CorrectedCP166615.1	FinalAssembly_Ba.1
1349847	1350029	4063047	4062866	183	182	93.99	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349848	1350021	1625109	1625284	174	176	90.96	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349853	1350018	93304	93469	166	166	96.99	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349853	1350014	1909272	1909429	162	158	88.89	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349854	1350017	410910	411073	164	164	92.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349854	1350017	1525002	1525165	164	164	91.46	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349854	1350017	2432482	2432645	164	164	92.68	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349855	1350017	1017784	1017622	163	163	96.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349855	1350017	2233800	2233962	163	163	96.32	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349859	1350009	78694	78547	151	148	91.39	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349859	1350026	1782454	1782286	168	169	91.72	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349859	1350009	4518626	4518476	151	151	91.39	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349863	1350008	437766	437911	146	146	93.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349863	1350008	1871899	1871758	146	142	91.78	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349863	1350009	3674077	3673931	147	147	86.39	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349864	1350008	326828	326684	145	145	97.93	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349896	1350008	1704595	1704707	113	113	92.04	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1349926	1350018	3992019	3992111	93	93	95.70	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1350008	1354931	1334004	1338926	4924	4923	99.17	4539749	4536413	0.11	0.11	CorrectedCP166615.1	FinalAssembly_Ba.1
1362794	1367229	1339110	1343545	4436	4436	97.50	4539749	4536413	0.10	0.10	CorrectedCP166615.1	FinalAssembly_Ba.1
1372383	1374487	1346063	1348167	2105	2105	94.54	4539749	4536413	0.05	0.05	CorrectedCP166615.1	FinalAssembly_Ba.1
1373346	1373514	3314280	3314445	169	166	93.49	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1373386	1373515	3314568	3314694	130	127	92.31	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1373396	1373500	2175160	2175052	105	109	82.88	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1374812	1375602	1348816	1349606	791	791	88.29	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1374953	1375476	1349083	1349606	524	524	89.73	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1374953	1375299	1349209	1349555	347	347	92.51	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1374953	1375225	1349335	1349607	273	273	91.58	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1374954	1375854	389382	388482	901	901	83.70	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1374956	1375045	1076449	1076360	90	90	93.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1375048	1375414	389540	389174	367	367	85.87	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1375131	1375928	1077156	1076359	798	798	86.12	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1375174	1376079	389540	388635	906	906	83.61	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1375331	1375981	1348957	1349607	651	651	88.58	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1375383	1376088	1077156	1076451	706	706	86.14	4539749	4536413	0.02	0.02	CorrectedCP166615.1	FinalAssembly_Ba.1
1375457	1376089	1348957	1349589	633	633	87.62	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1376350	1376583	1076066	1075833	234	234	87.61	4539749	4536413	0.01	0.01	CorrectedCP166615.1	FinalAssembly_Ba.1
1377275	1381183	1351213	1355152	3909	3940	97.97	4539749	4536413	0.09	0.09	CorrectedCP166615.1	FinalAssembly_Ba.1
1381182	1381298	592775	592891	117	117	99.15	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1381297	1384038	1355151	1357890	2742	2740	97.96	4539749	4536413	0.06	0.06	CorrectedCP166615.1	FinalAssembly_Ba.1
1383905	1386947	1357850	1360892	3043	3043	98.52	4539749	4536413	0.07	0.07	CorrectedCP166615.1	FinalAssembly_Ba.1
1386860	1386959	1360855	1360954	100	100	94.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1386860	1397121	1360930	1371149	10262	10220	98.32	4539749	4536413	0.23	0.23	CorrectedCP166615.1	FinalAssembly_Ba.1
1393333	1413836	1367349	1387867	20504	20519	98.63	4539749	4536413	0.45	0.45	CorrectedCP166615.1	FinalAssembly_Ba.1
1417770	1418975	1388755	1389960	1206	1206	97.35	4539749	4536413	0.03	0.03	CorrectedCP166615.1	FinalAssembly_Ba.1
1419436	1424708	1390397	1395668	5273	5272	97.57	4539749	4536413	0.12	0.12	CorrectedCP166615.1	FinalAssembly_Ba.1
1424667	1424774	635306	635413	108	108	94.44	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424667	1424771	1797231	1797335	105	105	93.33	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424667	1424771	2899614	2899718	105	105	96.19	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424667	1424771	3959401	3959505	105	105	95.24	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424776	2152	2247	96	96	97.92	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424775	847720	847814	95	95	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424771	1246780	1246690	91	91	98.90	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424775	1397531	1397625	95	95	94.74	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424771	1836340	1836250	91	91	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424771	2960682	2960772	91	91	96.70	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424771	3870345	3870255	91	91	98.90	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424681	1424774	4362109	4362016	94	94	98.94	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424684	1424775	718417	718326	92	92	98.91	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424705	1424771	2432492	2432426	67	67	100.00	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1424771	1441225	1395848	1412333	16455	16486	98.88	4539749	4536413	0.36	0.36	CorrectedCP166615.1	FinalAssembly_Ba.1
1426416	1426556	2106	2246	141	141	95.04	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1426417	1426559	224478	224336	143	143	98.60	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1426417	1426555	1836385	1836247	139	139	97.12	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1426417	1426555	3870390	3870252	139	139	97.84	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
1426417	1426554	3959370	3959507	138	138	95.65	4539749	4536413	0.00	0.00	CorrectedCP166615.1	FinalAssembly_Ba.1
